Distance (um),Average Content of C (wt. %),Average Content of N (wt. %)
0.0,2.169765811111103,2.32877941666666
0.8,2.055991505555551,2.3616146499999955
1.6,1.9472452611111042,2.50715263333333
2.4000000000000004,1.914296572222215,2.3804009166666606
3.2,1.8024674499999922,2.319352566666663
4.0,1.7129708749999912,2.4367407166666637
4.800000000000001,1.7285431916666567,2.371027966666661
5.6000000000000005,1.57626581388888,2.6057617499999965
6.4,1.509811488888878,2.5400631999999943
7.2,1.359425297222211,2.408602916666666
8.0,1.276755647222213,2.2958748999999967
8.8,1.2625532499999916,2.1315546333333284
9.600000000000001,1.193532491666659,2.2442088833333282
10.4,1.1295353222222169,2.13158248333333
11.200000000000001,1.137051008333329,2.3052685333333285
12.0,1.03331826111111,2.333429583333328
12.8,1.0277111833333321,2.3052580999999965
13.600000000000001,0.9419758444444447,2.338165883333328
14.4,0.8866771277777784,2.3100084166666637
15.200000000000001,0.8972835472222226,2.1268630166666638
16.0,0.8550538694444451,2.0047966333333314
16.8,0.8208736083333341,2.2817987666666615
17.6,0.8078154777777783,2.0282537666666642
18.400000000000002,0.7525354861111117,2.0658130166666595
19.200000000000003,0.7065913750000014,2.1174765999999954
20.0,0.7078172694444452,2.018913899999999
20.8,0.6867545416666682,2.33815108333333
21.6,0.6891760361111127,2.051741183333328
22.400000000000002,0.6916554944444453,1.9766095333333302
23.200000000000003,0.7016148027777787,1.9578266333333314
24.0,0.6755480666666681,1.9108905166666648
24.8,0.6407518250000012,2.230172016666663
25.6,0.6606191277777792,2.1034037833333317
26.400000000000002,0.6134129555555575,1.9484866333333317
27.200000000000003,0.5879481416666685,2.1691042666666656
28.0,0.5717918500000015,2.047053366666662
28.8,0.5854623638888902,2.1503532166666655
29.6,0.6339087416666684,2.0376792833333326
30.400000000000002,0.609683705555557,2.263044766666662
31.200000000000003,0.6259147805555569,2.0939720333333307
32.0,0.607866058333335,2.1221578833333283
32.800000000000004,0.5612467583333348,2.1456625833333307
33.6,0.5724248250000014,1.9108985833333305
34.4,0.5407534222222237,1.9860104499999969
35.2,0.5742834611111128,2.0095068833333296
36.0,0.533931183333335,1.953162566666666
36.800000000000004,0.5662241472222235,1.9484657999999975
37.6,0.5382804972222236,1.8733498666666655
38.400000000000006,0.5880128916666683,2.27244863333333
39.2,0.604374633333335,2.1597064666666634
40.0,0.6222123833333347,1.981554183333328
40.800000000000004,0.5631384888888903,2.2115131333333324
41.6,0.6333550027777789,1.7606700666666646
42.400000000000006,0.573698844444446,2.187922533333331
43.2,0.5743409972222236,1.9531276999999978
44.0,0.569986686111113,2.0752630999999973
44.800000000000004,0.5420328083333347,2.286459449999993
45.6,0.5320936250000018,2.051762633333332
46.400000000000006,0.5184164805555572,2.291225633333331
47.2,0.5749288416666681,1.9719354333333334
48.0,0.4966812861111129,2.1127808833333304
48.800000000000004,0.5470060166666685,2.211372583333329
49.6,0.527742755555557,1.985982633333332
50.400000000000006,0.5289945888888903,2.0282682333333293
51.2,0.5662591666666683,2.0893380833333315
52.0,0.5202928694444461,2.0658479499999975
52.800000000000004,0.5258830694444461,2.018859116666661
53.6,0.5606596138888905,2.117474699999997
54.400000000000006,0.4830181027777793,2.103397583333329
55.2,0.4836304083333352,1.9625212666666638
56.0,0.527122069444446,1.8967947666666647
56.800000000000004,0.4935732861111126,1.8310487833333313
57.6,0.49916922222222354,2.0986944833333303
58.400000000000006,0.48612093055555733,2.0986810666666638
59.2,0.5295910083333352,2.1550294499999954
60.0,0.5383006805555569,2.04708223333333
60.800000000000004,0.5333595555555568,1.9061688166666635
