Distance (um),Average Content of C (wt. %),Average Content of N (wt. %)
0.0,1.2404496611111124,1.3932381666666631
0.8,1.1023427527777803,1.5718011833333294
1.6,1.0185352916666688,1.8162685666666667
2.4000000000000004,0.9485049777777821,1.8914702666666672
3.2,0.8294164666666709,1.971393150000003
4.0,0.767149988888893,2.1217654500000025
4.800000000000001,0.7702554611111143,1.8444417666666664
5.6000000000000005,0.7634147888888917,1.9713993833333352
6.4,0.7901731638888919,2.2580925500000077
7.2,0.7155461250000031,2.027751883333336
8.0,0.6987331750000031,2.1358933333333416
8.8,0.7957568888888931,1.806875416666665
9.600000000000001,0.7491092388888928,2.305108616666676
10.4,0.7590594666666707,2.0842819833333386
11.200000000000001,0.7926339361111151,2.1782077666666773
12.0,0.7789489944444482,2.2957329333333445
12.8,0.7602824250000036,2.2064046166666755
13.600000000000001,0.7130364111111142,2.220520050000008
14.4,0.7341805138888918,1.8444438000000025
15.200000000000001,0.7472458972222266,2.1594204500000065
16.0,0.7397808055555589,2.2111156500000035
16.8,0.7559417250000032,2.333339516666678
17.6,0.7951646111111144,1.9807295500000006
18.400000000000002,0.7385372555555594,1.9478464333333358
19.200000000000003,0.7348011416666701,2.16411910000001
20.0,0.7721301388888927,2.013705550000003
20.8,0.7503722527777811,2.197020766666673
21.6,0.7497493500000032,2.2440048833333384
22.400000000000002,0.7628166777777818,2.0136900166666702
23.200000000000003,0.7217507888888927,2.2299524166666727
24.0,0.7702960027777817,2.1406363500000065
24.8,0.7951521277777824,2.0794820333333393
25.6,0.7814826055555598,1.9196794833333357
26.400000000000002,0.7466461916666698,1.9055433333333323
27.200000000000003,0.7267255333333371,1.9478877166666686
28.0,0.7721069027777823,1.980781100000002
28.8,0.733550163888892,2.1452997833333427
29.6,0.6968617250000028,2.0042619000000004
30.400000000000002,0.7167682861111134,2.1688115000000026
31.200000000000003,0.6869130722222248,1.9196742333333345
32.0,0.6950029722222242,2.272236966666675
32.800000000000004,0.7528262583333366,2.018381500000005
33.6,0.7858081583333374,1.9055608999999996
34.4,0.7348077138888917,2.074813250000007
35.2,0.7652748055555593,1.8726736166666695
36.0,0.7347931305555587,1.9055341166666668
36.800000000000004,0.7242328916666699,1.9995911333333372
37.6,0.7758626166666702,2.08417038333334
38.400000000000006,0.7789840722222263,1.933773266666671
39.2,0.8138122027777813,2.0982869166666704
40.0,0.8113297500000035,2.0936130500000063
40.800000000000004,0.7522455305555589,2.154735316666671
41.6,0.8032003583333371,2.0371738666666714
42.400000000000006,0.7291915361111143,2.2489198666666774
43.2,0.7497219916666701,2.1547218833333415
44.0,0.7055688500000032,2.023079950000005
44.800000000000004,0.7217292833333363,2.0183711000000044
45.6,0.7565447555555586,2.0043216666666708
46.400000000000006,0.7745818694444481,2.258149233333342
47.2,0.7304743444444477,2.0230686666666697
48.0,0.7671536638888931,2.2346356333333395
48.800000000000004,0.8044473694444484,1.9151208999999993
49.6,0.7491057583333364,2.098275550000004
50.400000000000006,0.7304371277777811,2.1170699666666684
51.2,0.7322940916666695,2.004284566666671
52.0,0.7192667222222258,1.9854807833333352
52.800000000000004,0.7553436916666695,2.037186250000004
53.6,0.7964141500000038,2.074821733333336
54.400000000000006,0.7229840138888913,2.1453545166666714
55.2,0.7671376027777814,1.9196784333333319
56.0,0.7802252888888926,2.103109716666673
56.800000000000004,0.7292413138888921,2.2581255166666767
57.6,0.7540939194444487,1.9337805333333369
58.400000000000006,0.7590627916666692,2.1829911833333404
59.2,0.739162686111114,2.1124177500000076
60.0,0.71680239166667,2.0841972000000046
60.800000000000004,0.7310837527777804,2.187601933333337
61.6,0.6950006000000033,2.126493016666674
62.400000000000006,0.6912678305555585,2.2628756333333437
63.2,0.6987496833333356,2.211144466666675
64.0,0.7317020472222241,1.9478567666666664
64.8,0.6807052388888916,2.253398050000008
65.60000000000001,0.7223543250000034,1.9619279333333335
66.4,0.7099274194444471,1.9337815166666685
67.2,0.6862920166666688,2.187576116666673
68.0,0.7130428277777808,2.1077573166666737
68.8,0.7068227250000031,2.1218026000000068
69.60000000000001,0.7012259527777802,2.1923087333333378
70.4,0.7012260694444469,1.9150149833333372
71.2,0.690055936111113,2.2064811666666735
72.0,0.7304620361111138,1.656407216666661
72.8,0.7062024083333368,2.1735111833333423
73.60000000000001,0.7292189916666709,1.9667069166666693
74.4,0.6993646916666689,2.1735224666666717
75.2,0.6502517583333357,2.135924333333337
76.0,0.7055690250000034,1.9855076833333412
76.80000000000001,0.678846136111113,2.2487386166666785
77.60000000000001,0.692508444444447,2.3097938333333405
78.4,0.6707540583333357,2.0935933500000026
79.2,0.7167737500000034,2.117090633333339
80.0,0.7379128361111147,2.065457600000004
80.80000000000001,0.7124144805555587,1.9995922000000046
81.60000000000001,0.7180377166666699,1.8773682333333315
82.4,0.7199361944444481,1.9948852166666715
83.2,0.714977938888892,1.994851200000001
84.0,0.7317455833333372,2.173571100000007
84.80000000000001,0.7167876722222247,2.1312132166666715
85.60000000000001,0.7130440527777813,1.9995704000000032
86.4,0.7199064055555588,1.853857633333333
87.2,0.7808336472222268,1.9807398500000015
88.0,0.6676389027777807,2.0231181500000046
88.80000000000001,0.6433995555555578,1.9478660666666652
89.60000000000001,0.6091882611111122,1.9807471166666695
90.4,0.6583270944444463,1.8303582333333361
91.2,0.6763394361111144,2.1359005000000044
92.0,0.6639144555555577,1.9572488666666685
